FACSEX,FACETHN,FACNAT,FACRANK,EMPLOYM,SALARY,YRSTEACH,YRSUT,DEGREE,SAMPLE,REMIND,NSTUD,STUDRANK,STUDSEX,GRADE,GPA,SATISFY,RELIGION,PSD,ITEM13,ITEM14,ITEM15,ITEM16,ITEM17,ITEM18,ITEM19,ITEM20,ITEM21,ITEM22,ITEM23,ITEM24,ITEM25,ITEM26,ITEM27,ITEM28,ITEM29,ITEM30,ITEM31,ITEM32,ITEM33,ITEM34,ITEM35,ITEM36,ITEM37,ITEM38,ITEM39,ITEM40,ITEM41,ITEM42,ITEM43,ITEM44,ITEM45,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM51,ITEM52,RACE,SEXISM,RACISM,RPOLICY,CASTEMAN,COMPETEN,SENSITIV,CSTATUS
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,10,3,M.A.,2,1,31,0,0,B,4.0-3.5 ,4,CATHOLIC,1,5,5,5,5,5,5,5,4,2,3,4,4,2,3,2,4,2,1,4,4,5,3,3,3,3,2,5,1,4,2,2,4,1,5,2,3,1,0,1,0,0,NA,2.75,2.5,NA,5,3.8,0
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,10,3,M.A.,2,1,22,0,0,B,4.0-3.5 ,4,JEWISH,1,5,4,4,4,4,4,5,5,3,1,4,4,4,4,4,3,2,4,4,5,2,1,2,1,4,3,3,3,2,1,1,3,1,2,2,2,1,3,0,0,0,NA,3.125,2.5,2,4.2,3.6,0
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,10,3,M.A.,2,1,22,0,0,B,4.0-3.5 ,2,CATHOLIC,1,5,5,5,5,4,4,5,4,4,2,4,3,4,4,4,2,2,4,3,5,4,1,1,2,5,4,4,3,3,3,3,3,3,3,2,3,1,0,5,0,0,NA,3.375,3.5,NA,4.8,3.8,0
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,30,10,3,M.A.,2,1,21,0,0,B,4.0-3.5 ,4,JEWISH,2,5,3,5,4,4,3,4,4,1,3,4,2,3,4,3,5,3,3,5,4,1,1,3,4,3,2,3,1,1,3,4,5,5,5,4,3,0,4,2,0,0,NA,3.375,4,2.5,4.2,3,0
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,B,2.49-2.0,1,OTHER,3,3,4,4,5,5,5,4,4,4,3,3,3,2,1,1,2,1,1,2,2,2,1,3,1,3,1,1,1,1,2,3,3,3,2,3,2,1,1,1,1,2,1.846153846,1.375,2,1,4.2,4,4.17
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,B,2.99-2.50,2,NOT RELIGIOUS,0,4,4,4,4,4,4,4,4,3,3,3,3,3,1,2,3,3,2,2,4,1,3,1,1,1,2,1,2,2,3,4,4,5,3,3,5,1,4,1,2,0,2,2.375,2.5,3.5,4,3.6,0
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,4,1,B,2.99-2.50,1,OTHER,4,4,4,3,4,4,3,4,3,3,4,3,2,5,3,1,3,3,3,3,3,1,2,1,1,1,2,1,1,2,3,5,4,3,2,2,3,2,3,2,3,1,2.230769231,2,4,2.5,3.8,3.4,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,1,2,A,4.0-3.5 ,1,NOT RELIGIOUS,5,5,4,5,5,5,4,5,3,4,5,4,4,3,5,1,3,5,1,4,3,3,1,4,1,5,1,1,1,5,4,5,5,5,2,5,2,1,1,4,3,1,4.076923077,1.625,5,1,4.8,4.2,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,A,2.99-2.50,2,OTHER,1,4,4,3,5,3,3,4,3,3,4,3,3,1,2,1,2,3,2,2,2,1,1,2,1,3,1,1,1,2,2,5,2,5,2,5,2,2,2,2,2,1,2.538461538,1.5,3.5,1.5,3.8,3.4,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,4,1,C,2.49-2.0,2,CATHOLIC,3,3,3,3,4,4,3,4,3,2,2,2,3,2,4,1,1,3,2,4,2,3,1,2,1,5,1,1,1,2,4,2,5,5,1,5,2,2,2,2,4,3,3.461538462,1.25,3,1.5,3.4,2.8,3.52
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,B,4.0-3.5 ,1,PROTESTANT,3,3,3,3,3,3,3,4,3,3,1,2,3,2,1,2,3,2,3,3,2,2,3,1,2,4,2,2,1,1,1,3,5,3,2,1,3,1,3,1,1,1,1.692307692,2.125,2,3,3,2.8,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,4,2,C,2.49-2.0,2,PROTESTANT,2,3,2,2,4,3,2,1,2,2,2,1,3,3,2,1,2,3,1,4,4,2,2,2,2,3,3,2,3,3,3,3,2,5,1,4,4,3,3,4,2,1,3.076923077,2.125,2.5,2.5,2.8,1.8,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,C,3.49-3.0,2,JEWISH,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,1,2,5,1,5,1,1,1,1,1,1,1,2,1,3,5,1,1,3,1,5,1,0,1,NA,1.75,2,5,5,5,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,B,3.49-3.0,1,PROTESTANT,2,5,5,4,5,5,5,4,4,4,4,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.076923077,1,1,1,4.8,4.2,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,2,2,B,4.0-3.5 ,2,PROTESTANT,2,4,4,4,5,4,3,4,4,3,2,3,4,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,2,1,1,2,1,1,1,1,1,1.307692308,1,2,1,4.2,3.2,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,1,1,B,3.49-3.0,2,PROTESTANT,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,2,4,4,3,5,4,3,4,3,2,5,2,2,1,3,4,3,5,4,3,5,3,2,4,3,4,1,3.769230769,2.625,3.5,4,4,3.6,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,4,2,D,3.49-3.0,1,CATHOLIC,2,4,5,2,5,5,5,5,3,4,4,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1.230769231,1.125,2,1,4.2,4.2,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,1,2,B,2.99-2.50,1,CATHOLIC,2,2,4,4,4,4,4,4,4,4,2,3,3,3,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,3,2,2,3,2,2,2,1,1,2,1,1,1.846153846,1.5,2,1,3.6,3.6,7.03
FEMALE,WHITE,FOREIGN,LECTURER-INSTRUCTOR,100,26,-9,0,UNKNOWN,1,1,167,4,1,B,2.49-2.0,1,PROTESTANT,4,4,3,3,4,4,2,4,2,2,2,3,2,1,1,1,2,5,2,3,3,2,4,4,2,5,2,2,2,2,2,3,5,5,2,5,3,2,5,2,1,1,3,2,2,4.5,3.6,2.4,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,1,B,2.99-2.50,1,CATHOLIC,2,5,5,5,5,5,5,5,3,5,5,5,5,1,1,1,1,1,2,2,2,1,1,2,1,3,1,1,1,2,3,2,3,3,2,2,2,2,2,2,1,3,1.923076923,1.375,1.5,1.5,5,4.6,3.52
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,4,2,B,4.0-3.5 ,2,PROTESTANT,1,5,5,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,3,3,1,2,3,1,1,2,1,6,1.538461538,1.125,1.5,1,5,4.6,0
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,2,B,3.49-3.0,0,JEWISH,3,5,5,5,5,5,4,5,4,5,2,4,4,2,4,1,2,2,1,2,2,2,3,2,1,4,2,1,2,1,1,1,2,5,1,2,2,1,3,1,1,1,2.153846154,1.5,2.5,3,5,4,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,4,2,A,4.0-3.5 ,5,CATHOLIC,3,5,5,5,5,5,5,3,5,5,4,5,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1.125,2.5,1,5,4.4,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,2,A,3.49-3.0,1,OTHER,2,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,4,4,5,2,2,2,1,2,1,1,1,1,4,3,3,2,2,3,3,2,2,2,2,1,2.461538462,2.5,2,2,5,5,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,2,1,A,4.0-3.5 ,1,CATHOLIC,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,2,2,1,4,1,1,1,2,2,2,3,4,1,2,2,2,2,2,2,1,2.076923077,1,2,2,5,5,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,2,C,2.99-2.50,1,OTHER,1,4,4,4,4,3,3,3,2,3,2,3,3,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1.692307692,1.25,1,1,3.8,2.6,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,1,A,3.49-3.0,1,OTHER,3,5,5,5,4,5,5,4,5,5,4,5,5,3,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,2,1,1,2,4,1,1.846153846,1,2,1,4.8,4.6,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,4,1,B,4.0-3.5 ,2,OTHER,2,4,3,4,4,4,5,4,4,4,4,3,3,1,2,1,1,3,1,3,2,1,1,5,1,3,1,1,1,1,3,1,1,4,1,1,2,1,1,1,1,1,2.230769231,1.125,1.5,1,3.8,4.2,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,1,A,2.99-2.50,1,OTHER,0,5,5,5,5,5,4,4,4,4,4,5,5,1,4,1,1,3,1,3,2,1,1,3,1,4,1,1,1,2,3,3,5,2,1,1,3,1,2,2,1,2,2.307692308,1.125,3.5,1.5,5,4,4.17
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,4,2,B,4.0-3.5 ,1,PROTESTANT,3,4,5,4,4,4,4,5,4,3,4,4,5,2,2,1,2,3,3,3,2,2,1,3,2,4,1,2,1,3,2,2,5,5,3,4,3,3,2,3,3,6,3.076923077,1.875,2,1.5,4.2,4,0
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,1,A,4.0-3.5 ,1,OTHER,1,5,5,5,5,5,5,5,3,5,4,5,5,1,1,1,2,1,5,3,5,1,5,5,1,1,1,1,1,1,1,3,1,5,1,5,3,1,3,1,2,1,2.153846154,2.125,2,4,5,4.4,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,4,1,A,2.49-2.0,1,PROTESTANT,2,5,5,5,5,4,5,5,5,4,4,5,5,2,2,1,1,2,1,3,3,1,2,1,2,4,1,2,1,1,5,1,5,4,1,3,3,1,4,4,1,2,2.461538462,1.375,1.5,3,4.8,4.6,4.17
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,2,2,A,3.49-3.0,5,PROTESTANT,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1.615384615,1.5,2,1.5,5,5,7.03
MALE,BLACK,USCITIZEN,ASSISTANT PROF,100,32,3,1,PH.D.,1,2,49,3,2,C,2.99-2.50,2,CATHOLIC,3,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,5,1,3,1,2,2,1,2,2,2,1,2,1,2,1,3,1,1,1,1,1,1,3,3,3,2.153846154,1.375,2,1.5,5,5,3.52
MALE,WHITE,USCITIZEN,FULL PROF,100,39,18,16,PH.D.,2,1,14,4,2,C,3.49-3.0,1,NOT RELIGIOUS,2,5,5,5,4,4,3,3,4,4,3,5,3,2,2,2,3,3,2,2,2,2,1,1,2,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,6,NA,NA,NA,1,4.6,3.4,0
MALE,WHITE,USCITIZEN,FULL PROF,100,39,18,16,PH.D.,2,1,14,3,1,C,3.49-3.0,1,OTHER,3,4,5,5,5,4,3,3,0,4,1,3,2,2,2,1,3,3,3,2,3,2,1,3,1,2,1,1,1,3,2,4,3,3,3,3,3,3,3,3,2,1,2.538461538,2,3,2,4.6,NA,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,24,3,5,M.A.,1,2,22,5,2,C,2.99-2.50,1,CATHOLIC,2,4,4,4,4,4,3,4,4,4,4,3,3,3,2,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,4,3,3,2,1,1,3,1,2,1,2,1,1.692307692,1.25,2.5,1.5,4,3.8,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,100,24,3,5,M.A.,1,2,22,4,2,C,2.99-2.50,1,CATHOLIC,3,5,5,5,5,5,5,5,5,5,3,5,5,3,2,1,1,3,3,3,1,1,2,3,2,3,1,2,1,1,3,4,3,3,3,2,3,2,3,3,1,1,2.307692308,1.625,3,2.5,5,4.6,7.03
FEMALE,ASIAN,FOREIGN,LECTURER-INSTRUCTOR,50,16,5,4,PH.D.,1,2,17,3,1,A,4.0-3.5 ,1,NOT RELIGIOUS,1,4,3,4,4,3,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1.461538462,1,1.5,1,3.6,3.4,7.03
FEMALE,ASIAN,FOREIGN,LECTURER-INSTRUCTOR,50,16,5,4,PH.D.,1,2,17,4,1,C,2.99-2.50,1,PROTESTANT,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,2,3,4,3,3,2,3,3,2,2,3,2,2,2,2,3,2,4,5,3,5,3,2,4,2,4,1,3.230769231,2.375,3,3.5,3.8,4,7.03
FEMALE,ASIAN,FOREIGN,LECTURER-INSTRUCTOR,50,16,5,4,PH.D.,1,2,17,2,2,B,4.0-3.5 ,1,CATHOLIC,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,1,1,1,1,3,1,1,1,1,1,3,1,3,1,1,3,5,5,2,1,1,3,1,2,1,1,1,1.692307692,1,4,1.5,4,4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,41,12,8,PH.D.,1,2,10,5,2,A,3.49-3.0,2,OTHER,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1.615384615,1,1,1,5,5,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,41,12,8,PH.D.,1,2,10,5,2,A,4.0-3.5 ,2,PROTESTANT,1,4,4,5,5,5,3,4,4,3,3,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,5,1,1,1,1,1,1,1.692307692,1,2.5,1,4.6,3.4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,41,12,8,PH.D.,1,2,10,5,1,B,4.0-3.5 ,2,CATHOLIC,2,4,4,5,4,4,4,4,4,4,4,4,4,2,3,1,2,1,2,4,2,3,2,2,1,4,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,1,2.461538462,1.5,2.5,2,4.2,4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,A,3.49-3.0,1,CATHOLIC,5,5,5,5,5,5,4,4,4,4,0,5,4,3,3,2,2,4,0,0,0,0,5,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,2,3,5,NA,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,C,2.49-2.0,1,PROTESTANT,1,4,5,5,5,5,5,5,5,4,5,4,3,2,4,2,3,5,2,5,3,2,5,2,3,5,3,3,2,2,3,3,5,3,3,4,4,3,4,3,2,0,3.307692308,2.625,3.5,4.5,4.8,4.8,0
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,B,LESS THAN 2.00,1,OTHER,3,5,5,5,5,5,5,5,3,5,5,5,5,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,2,3,1,1,2,1,1,1.846153846,1.125,3,1,5,4.6,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,3,2,B,4.0-3.5 ,1,OTHER,3,5,5,5,5,5,4,4,4,5,4,5,4,1,5,1,1,5,1,3,1,2,1,3,1,2,2,1,3,1,4,1,3,1,1,2,3,2,1,1,4,6,2.692307692,1.375,3,1,5,4.2,0
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,B,2.99-2.50,1,CATHOLIC,3,5,5,5,4,4,4,4,4,4,4,4,3,4,2,1,1,3,1,3,4,1,2,3,1,4,1,2,1,3,5,3,3,1,1,1,3,1,2,2,2,1,2.384615385,1.375,2.5,2,4.6,4,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,3,2,B,3.49-3.0,1,PROTESTANT,2,5,5,5,5,5,5,5,5,5,4,5,4,2,2,1,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,3,2,3,2,3,4,2,2,2,2,1,2,1.625,2.5,1.5,5,4.8,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,B,4.0-3.5 ,1,PROTESTANT,1,5,5,5,5,5,4,3,4,4,4,5,5,3,2,1,2,3,2,4,3,2,2,2,1,3,1,1,1,3,3,3,4,3,2,2,3,2,3,3,4,1,2.769230769,1.625,2.5,2.5,5,3.8,7.03
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,2,C,2.99-2.50,3,PROTESTANT,2,5,5,5,5,5,5,4,5,4,4,5,4,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,2,3,1,2,4,1,1,1,3,2,NA,NA,2,1,5,4.4,4.17
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,4,1,B,2.99-2.50,1,CATHOLIC,0,5,5,4,4,4,4,4,4,4,4,5,4,2,3,1,2,3,2,4,2,3,2,3,1,4,4,2,2,3,3,3,4,4,2,3,2,2,2,3,4,3,3.230769231,2,3,2,4.4,4,3.52
FEMALE,WHITE,USCITIZEN,ASSISTANT PROF,100,33,2,2,PH.D.,1,1,24,3,1,C,2.49-2.0,1,MUSLIM,4,5,5,5,5,5,5,5,5,5,3,5,3,0,5,1,1,3,1,5,1,3,4,5,1,5,1,3,1,4,4,4,5,2,1,3,3,2,2,4,4,6,3.769230769,1,4.5,3,5,4.6,0
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,25,19,6,1,M.A.,1,2,18,1,1,C,2.49-2.0,1,CATHOLIC,5,5,5,5,5,4,5,5,4,4,4,5,4,2,3,3,4,5,4,5,2,4,5,3,3,5,3,3,4,3,3,2,3,4,4,4,4,3,2,3,2,1,3.615384615,3.375,2.5,3.5,4.8,4.4,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,25,19,6,1,M.A.,1,2,18,2,2,C,2.99-2.50,1,CATHOLIC,2,5,5,3,5,4,5,3,3,2,2,2,3,1,1,1,3,4,1,1,4,2,2,2,1,5,1,1,1,1,2,2,3,4,1,4,4,1,2,2,2,1,2.384615385,1.625,1.5,2,4.4,3,7.03
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,25,19,6,1,M.A.,1,2,18,1,2,C,2.49-2.0,1,CATHOLIC,3,4,4,4,4,2,4,4,4,4,3,3,2,1,1,1,1,5,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,5,1,1,1,1,3,1.538461538,1.625,1,1,3.6,3.8,3.52
FEMALE,WHITE,USCITIZEN,LECTURER-INSTRUCTOR,25,19,6,1,M.A.,1,2,18,1,2,B,3.49-3.0,1,OTHER,2,5,4,5,5,5,5,5,4,3,4,3,3,2,2,1,1,3,2,2,1,1,1,1,1,3,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1,1.692307692,1.25,2,1,4.8,4.2,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,24,0,0,PH.D.,2,1,9,4,1,A,2.99-2.50,5,CATHOLIC,3,5,5,5,4,4,4,4,3,3,4,4,4,2,4,2,3,4,2,2,2,3,4,4,2,5,1,1,1,2,3,4,4,5,2,5,4,2,4,2,2,1,3.307692308,1.875,4,4,4.6,3.6,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,24,0,0,PH.D.,2,1,9,3,2,A,3.49-3.0,2,OTHER,4,5,5,5,5,5,5,4,4,4,4,4,5,1,3,1,2,2,2,5,2,1,5,3,2,4,1,2,2,2,4,3,5,3,2,2,3,1,5,2,2,1,2.615384615,1.75,3,5,5,4.2,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,24,0,0,PH.D.,2,1,9,4,2,A,4.0-3.5 ,2,PROTESTANT,1,4,4,4,4,4,4,4,2,4,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,1,1,2,1,2,1,1,1,1.153846154,1,1.5,2,4,3.6,7.03
MALE,WHITE,USCITIZEN,ASSISTANT PROF,100,24,0,0,PH.D.,2,1,9,3,2,B,2.99-2.50,1,CATHOLIC,4,4,4,4,4,4,4,5,4,3,4,3,4,1,4,1,2,4,1,5,1,2,5,2,5,5,5,1,2,1,2,2,3,3,1,1,1,1,1,1,1,3,2.461538462,2.25,3,3,4,4,3.52
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,3,2,D,3.49-3.0,3,CATHOLIC,3,1,2,4,1,1,3,5,3,1,3,1,1,2,2,1,3,4,3,3,2,3,2,3,2,3,2,1,1,1,3,3,3,2,1,1,4,2,3,1,3,1,2.384615385,1.875,2.5,2.5,1.8,3,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,A,3.49-3.0,5,PROTESTANT,2,5,5,5,5,5,4,5,3,4,5,4,3,2,1,1,2,2,2,4,4,2,4,3,3,4,2,2,3,2,2,3,3,3,2,3,4,2,5,2,3,1,2.538461538,2.375,2,4.5,5,4.2,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,3,2,C,2.49-2.0,1,PROTESTANT,4,5,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,5,5,3,4,3,3,4,2,3,1,3.384615385,3.125,3,4.5,4.4,3,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,2,1,B,4.0-3.5 ,2,PROTESTANT,0,5,4,5,4,4,4,5,4,4,3,4,4,4,3,1,3,4,3,4,3,3,1,3,1,2,3,1,1,3,3,4,4,4,3,3,3,3,3,3,3,0,3.153846154,2.25,3.5,2,4.4,4,0
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,B,2.49-2.0,3,OTHER,1,5,5,5,4,4,4,5,3,4,4,4,4,2,2,1,2,2,3,3,2,3,2,2,1,2,1,1,1,1,2,2,2,5,2,5,3,2,2,2,2,1,2.538461538,1.625,2,2,4.6,4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,B,2.99-2.50,1,PROTESTANT,4,5,5,5,5,4,4,5,4,3,4,4,4,2,2,2,3,3,3,2,3,2,4,2,2,4,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,1,2.153846154,2.375,2,3.5,4.8,4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,B,3.49-3.0,5,OTHER,2,5,5,5,4,5,5,5,4,4,4,4,3,1,1,1,2,2,3,2,2,2,2,3,1,2,1,1,1,1,2,2,3,3,3,3,3,2,2,2,2,1,2.076923077,1.75,1.5,2,4.8,4.4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,1,B,3.49-3.0,3,PROTESTANT,4,4,4,4,3,2,4,4,0,2,1,2,1,3,2,1,2,3,1,4,3,2,4,3,2,4,2,2,1,3,4,4,5,5,2,4,4,3,4,3,3,1,3.307692308,1.75,3,4,3.4,NA,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,A,3.49-3.0,3,PROTESTANT,4,5,5,5,5,5,4,5,3,4,5,4,4,3,1,2,2,4,2,4,2,2,4,3,2,4,1,2,1,2,2,2,4,4,2,4,2,2,4,3,4,1,3,1.75,1.5,4,5,4.2,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,2,B,3.49-3.0,3,PROTESTANT,3,5,5,5,4,5,5,5,4,4,4,4,4,4,2,1,3,2,2,3,4,2,4,2,2,4,2,2,2,2,2,3,4,3,3,2,2,4,5,3,4,1,2.692307692,2.375,2.5,4.5,4.8,4.4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,3,1,C,2.99-2.50,1,PROTESTANT,3,5,5,5,5,5,5,5,4,4,4,5,4,3,4,1,1,4,1,4,2,1,1,2,3,5,1,1,2,1,4,3,3,4,1,3,3,1,2,2,1,1,2.769230769,1.5,3.5,1.5,5,4.4,7.03
MALE,WHITE,USCITIZEN,FULL PROF,100,44,25,23,PH.D.,2,1,44,4,1,A,4.0-3.5 ,5,CATHOLIC,4,4,4,4,3,3,4,4,0,4,4,3,3,3,2,3,3,4,2,4,3,2,4,3,2,4,2,2,2,3,3,4,5,3,3,3,4,3,4,3,3,6,3.076923077,2.5,3,4,3.6,NA,0
